Well Name,Brome
Well ID,03030011
Latitude,45.182282
Longitude,-72.577841
Elevation,200.83
Nappe,Captive
Influenced,Non

Time,Year,Month,Day,Water level (masl),Water temperature (degC)
40508.0,2010,11,26,199.29,8.18
40509.0,2010,11,27,199.56,8.3
40510.0,2010,11,28,199.49,8.33
40511.0,2010,11,29,199.45,8.35
40512.0,2010,11,30,199.47,8.36
40513.0,2010,12,1,199.45,8.37
40514.0,2010,12,2,199.55,8.37
40515.0,2010,12,3,199.52,8.39
40516.0,2010,12,4,199.61,8.4
40517.0,2010,12,5,199.58,8.41
40518.0,2010,12,6,199.48,8.41
40519.0,2010,12,7,199.59,8.41
40520.0,2010,12,8,199.6,8.42
40521.0,2010,12,9,199.57,8.42
40522.0,2010,12,10,199.49,8.42
40523.0,2010,12,11,199.55,8.43
40524.0,2010,12,12,199.56,8.42
40525.0,2010,12,13,199.5,8.42
40526.0,2010,12,14,199.61,8.42
40527.0,2010,12,15,199.65,8.43
40528.0,2010,12,16,199.59,8.43
40529.0,2010,12,17,199.61,8.43
40530.0,2010,12,18,199.59,8.43
40531.0,2010,12,19,199.47,8.42
40532.0,2010,12,20,199.44,8.41
40533.0,2010,12,21,199.55,8.42
40534.0,2010,12,22,199.54,8.41
40535.0,2010,12,23,199.57,8.41
40536.0,2010,12,24,199.5,8.39
40537.0,2010,12,25,199.53,8.38
40538.0,2010,12,26,199.48,8.37
40539.0,2010,12,27,199.38,8.34
40540.0,2010,12,28,199.54,8.35
40541.0,2010,12,29,199.42,8.29
40542.0,2010,12,30,199.5,8.29
40543.0,2010,12,31,199.5,8.25
40544.0,2011,1,1,199.39,8.25
40545.0,2011,1,2,199.47,8.23
40546.0,2011,1,3,199.44,8.21
40547.0,2011,1,4,199.48,8.19
40548.0,2011,1,5,199.53,8.15
40549.0,2011,1,6,199.55,8.14
40550.0,2011,1,7,199.44,8.13
40551.0,2011,1,8,199.56,8.11
40552.0,2011,1,9,199.56,8.08
40553.0,2011,1,10,199.46,8.09
40554.0,2011,1,11,199.51,8.07
40555.0,2011,1,12,199.47,8.06
40556.0,2011,1,13,199.46,8.04
40557.0,2011,1,14,199.45,8.03
40558.0,2011,1,15,199.48,8.01
40559.0,2011,1,16,199.45,8.0
40560.0,2011,1,17,199.32,8.01
40561.0,2011,1,18,199.39,7.99
40562.0,2011,1,19,199.49,7.97
40563.0,2011,1,20,199.34,7.96
40564.0,2011,1,21,199.39,7.95
40565.0,2011,1,22,199.49,7.93
40566.0,2011,1,23,199.32,7.94
40567.0,2011,1,24,199.29,7.93
40568.0,2011,1,25,199.45,7.92
40569.0,2011,1,26,199.47,7.91
40570.0,2011,1,27,199.45,7.89
40571.0,2011,1,28,199.47,7.88
40572.0,2011,1,29,199.43,7.88
40573.0,2011,1,30,199.34,7.87
40574.0,2011,1,31,199.29,7.86
40575.0,2011,2,1,199.35,7.86
40576.0,2011,2,2,199.28,7.85
40577.0,2011,2,3,199.42,7.83
40578.0,2011,2,4,199.38,7.82
40579.0,2011,2,5,199.35,7.81
40580.0,2011,2,6,199.4,7.8
40581.0,2011,2,7,199.43,7.8
40582.0,2011,2,8,199.45,7.78
40583.0,2011,2,9,199.51,7.76
40584.0,2011,2,10,199.47,7.75
40585.0,2011,2,11,199.43,7.74
40586.0,2011,2,12,199.51,7.73
40587.0,2011,2,13,199.33,7.72
40588.0,2011,2,14,199.48,7.7
40589.0,2011,2,15,199.46,7.71
40590.0,2011,2,16,199.46,7.68
40591.0,2011,2,17,199.54,7.67
40592.0,2011,2,18,199.46,7.67
40593.0,2011,2,19,199.58,7.62
40594.0,2011,2,20,199.57,7.62
40595.0,2011,2,21,199.51,7.59
40596.0,2011,2,22,199.57,7.6
40597.0,2011,2,23,199.62,7.59
40598.0,2011,2,24,199.58,7.58
40599.0,2011,2,25,199.58,7.56
40600.0,2011,2,26,199.56,7.56
40601.0,2011,2,27,199.54,7.55
40602.0,2011,2,28,199.5,7.51
40603.0,2011,3,1,199.48,7.52
40604.0,2011,3,2,199.56,7.51
40605.0,2011,3,3,199.51,7.5
40606.0,2011,3,4,199.51,7.45
40607.0,2011,3,5,199.46,7.45
40608.0,2011,3,6,199.53,7.46
40609.0,2011,3,7,199.49,7.44
40610.0,2011,3,8,199.65,7.45
40611.0,2011,3,9,199.63,7.36
40612.0,2011,3,10,199.66,7.42
40613.0,2011,3,11,199.69,7.41
40614.0,2011,3,12,199.64,7.36
40615.0,2011,3,13,199.72,7.34
40616.0,2011,3,14,199.62,7.36
40617.0,2011,3,15,199.71,7.31
40618.0,2011,3,16,199.7,7.32
40619.0,2011,3,17,199.64,7.32
40620.0,2011,3,18,199.63,7.26
40621.0,2011,3,19,199.64,7.31
40622.0,2011,3,20,199.61,7.26
40623.0,2011,3,21,199.68,7.27
40624.0,2011,3,22,199.78,7.25
40625.0,2011,3,23,199.77,7.19
40626.0,2011,3,24,199.7,7.21
40627.0,2011,3,25,199.76,7.21
40628.0,2011,3,26,199.66,7.22
40629.0,2011,3,27,199.7,7.21
40630.0,2011,3,28,199.63,7.2
40631.0,2011,3,29,199.66,7.17
40632.0,2011,3,30,199.64,7.18
40633.0,2011,3,31,199.63,7.12
40634.0,2011,4,1,199.63,7.16
40635.0,2011,4,2,199.7,7.09
40636.0,2011,4,3,199.62,7.04
40637.0,2011,4,4,199.67,7.07
40638.0,2011,4,5,199.64,7.07
40639.0,2011,4,6,199.71,7.06
40640.0,2011,4,7,199.73,7.06
40641.0,2011,4,8,199.73,7.06
40642.0,2011,4,9,199.74,7.07
40643.0,2011,4,10,199.69,7.03
40644.0,2011,4,11,199.69,6.99
40645.0,2011,4,12,199.8,7.0
40646.0,2011,4,13,199.72,6.99
40647.0,2011,4,14,199.78,7.0
40648.0,2011,4,15,199.74,6.92
40649.0,2011,4,16,199.73,6.98
40650.0,2011,4,17,199.76,6.94
40651.0,2011,4,18,199.71,6.96
40652.0,2011,4,19,199.72,6.93
40653.0,2011,4,20,199.75,6.92
40654.0,2011,4,21,199.73,6.89
40655.0,2011,4,22,199.76,6.94
40656.0,2011,4,23,199.7,6.88
40657.0,2011,4,24,199.72,6.88
40658.0,2011,4,25,199.71,6.89
40659.0,2011,4,26,199.73,6.82
40660.0,2011,4,27,199.76,6.86
40661.0,2011,4,28,199.77,6.85
40662.0,2011,4,29,199.79,6.82
40663.0,2011,4,30,199.8,6.84
40664.0,2011,5,1,199.7,6.8
40665.0,2011,5,2,199.67,6.83
40666.0,2011,5,3,199.74,6.9
40667.0,2011,5,4,199.7,6.84
40668.0,2011,5,5,199.69,6.83
40669.0,2011,5,6,199.79,6.84
40670.0,2011,5,7,199.75,6.86
40671.0,2011,5,8,199.73,6.84
40672.0,2011,5,9,199.69,6.87
40673.0,2011,5,10,199.65,6.88
40674.0,2011,5,11,199.66,6.86
40675.0,2011,5,12,199.66,6.84
40676.0,2011,5,13,199.65,6.88
40677.0,2011,5,14,199.62,6.84
40678.0,2011,5,15,199.65,6.84
40679.0,2011,5,16,199.59,6.82
40680.0,2011,5,17,199.72,6.85
40681.0,2011,5,18,199.65,6.84
40682.0,2011,5,19,199.65,6.83
40683.0,2011,5,20,199.71,6.85
40684.0,2011,5,21,199.67,6.86
40685.0,2011,5,22,199.68,6.88
40686.0,2011,5,23,199.64,6.9
40687.0,2011,5,24,199.64,6.9
40688.0,2011,5,25,199.63,6.81
40689.0,2011,5,26,199.64,6.82
40690.0,2011,5,27,199.57,6.89
40691.0,2011,5,28,199.65,6.9
40692.0,2011,5,29,199.7,6.86
40693.0,2011,5,30,199.66,6.86
40694.0,2011,5,31,199.7,6.89
40695.0,2011,6,1,199.61,6.86
40696.0,2011,6,2,199.72,6.86
40697.0,2011,6,3,199.61,6.87
40698.0,2011,6,4,199.64,6.88
40699.0,2011,6,5,199.55,6.94
40700.0,2011,6,6,199.52,6.9
40701.0,2011,6,7,199.53,6.89
40702.0,2011,6,8,199.48,6.94
40703.0,2011,6,9,199.51,6.88
40704.0,2011,6,10,199.46,6.95
40705.0,2011,6,11,199.41,6.94
40706.0,2011,6,12,199.41,6.9
40707.0,2011,6,13,199.33,6.92
40708.0,2011,6,14,199.46,6.91
40709.0,2011,6,15,199.44,6.94
40710.0,2011,6,16,199.36,6.93
40711.0,2011,6,17,199.35,6.94
40712.0,2011,6,18,199.31,6.91
40713.0,2011,6,19,199.32,6.96
40714.0,2011,6,20,199.17,6.95
40715.0,2011,6,21,199.32,6.94
40716.0,2011,6,22,199.24,6.95
40717.0,2011,6,23,199.25,6.94
40718.0,2011,6,24,199.28,6.99
40719.0,2011,6,25,199.28,6.98
40720.0,2011,6,26,199.17,6.95
40721.0,2011,6,27,199.29,7.0
40722.0,2011,6,28,199.41,6.99
40723.0,2011,6,29,199.36,6.99
40724.0,2011,6,30,199.4,6.98
40725.0,2011,7,1,199.43,7.0
40726.0,2011,7,2,199.41,7.01
40727.0,2011,7,3,199.46,6.99
40728.0,2011,7,4,199.45,7.03
40729.0,2011,7,5,199.47,7.01
40730.0,2011,7,6,199.41,7.0
40731.0,2011,7,7,199.48,6.99
40732.0,2011,7,8,199.47,7.03
40733.0,2011,7,9,199.43,7.0
40734.0,2011,7,10,199.42,7.01
40735.0,2011,7,11,199.42,7.05
40736.0,2011,7,12,199.47,7.04
40737.0,2011,7,13,199.45,7.05
40738.0,2011,7,14,199.38,7.04
40739.0,2011,7,15,199.49,7.05
40740.0,2011,7,16,199.38,7.05
40741.0,2011,7,17,199.42,7.04
40742.0,2011,7,18,199.38,7.03
40743.0,2011,7,19,199.36,7.06
40744.0,2011,7,20,199.36,7.07
40745.0,2011,7,21,199.24,7.05
40746.0,2011,7,22,199.34,7.05
40747.0,2011,7,23,199.39,7.08
40748.0,2011,7,24,199.41,7.08
40749.0,2011,7,25,199.42,7.07
40750.0,2011,7,26,199.48,7.08
40751.0,2011,7,27,199.43,7.08
40752.0,2011,7,28,199.41,7.1
40753.0,2011,7,29,199.39,7.09
40754.0,2011,7,30,199.43,7.1
40755.0,2011,7,31,199.44,7.1
40756.0,2011,8,1,199.49,7.11
40757.0,2011,8,2,199.46,7.11
40758.0,2011,8,3,199.49,7.13
40759.0,2011,8,4,199.42,7.13
40760.0,2011,8,5,199.33,7.13
40761.0,2011,8,6,199.34,7.14
40762.0,2011,8,7,199.37,7.14
40763.0,2011,8,8,199.37,7.14
40764.0,2011,8,9,199.44,7.15
40765.0,2011,8,10,199.45,7.15
40766.0,2011,8,11,199.36,7.16
40767.0,2011,8,12,199.4,7.16
40768.0,2011,8,13,199.47,7.17
40769.0,2011,8,14,199.38,7.17
40770.0,2011,8,15,199.4,7.18
40771.0,2011,8,16,199.5,7.18
40772.0,2011,8,17,199.44,7.19
40773.0,2011,8,18,199.51,7.2
40774.0,2011,8,19,199.51,7.2
40775.0,2011,8,20,199.52,7.2
40776.0,2011,8,21,199.45,7.21
40777.0,2011,8,22,199.41,7.21
40778.0,2011,8,23,199.54,7.21
40779.0,2011,8,24,199.48,7.22
40780.0,2011,8,25,199.57,7.23
40781.0,2011,8,26,199.58,7.23
40782.0,2011,8,27,199.55,7.23
40783.0,2011,8,28,199.56,7.24
40784.0,2011,8,29,199.69,7.24
40785.0,2011,8,30,199.59,7.25
40786.0,2011,8,31,199.63,7.25
40787.0,2011,9,1,199.69,7.26
40788.0,2011,9,2,199.67,7.26
40789.0,2011,9,3,199.71,7.26
40790.0,2011,9,4,199.57,7.27
40791.0,2011,9,5,199.59,7.28
40792.0,2011,9,6,199.71,7.29
40793.0,2011,9,7,199.73,7.3
40794.0,2011,9,8,199.71,7.31
40795.0,2011,9,9,199.75,7.32
40796.0,2011,9,10,199.77,7.33
40797.0,2011,9,11,199.68,7.34
40798.0,2011,9,12,199.64,7.34
40799.0,2011,9,13,199.7,7.35
40800.0,2011,9,14,199.62,7.36
40801.0,2011,9,15,199.68,7.38
40802.0,2011,9,16,199.68,7.39
40803.0,2011,9,17,199.7,7.4
40804.0,2011,9,18,199.66,7.41
40805.0,2011,9,19,199.61,7.41
40806.0,2011,9,20,199.66,7.42
40807.0,2011,9,21,199.68,7.44
40808.0,2011,9,22,199.61,7.44
40809.0,2011,9,23,199.7,7.46
40810.0,2011,9,24,199.66,7.47
40811.0,2011,9,25,199.58,7.48
40812.0,2011,9,26,199.58,7.48
40813.0,2011,9,27,199.69,7.5
40814.0,2011,9,28,199.64,7.52
40815.0,2011,9,29,199.55,7.53
40816.0,2011,9,30,199.58,7.54
40817.0,2011,10,1,199.61,7.55
40818.0,2011,10,2,199.69,7.56
40819.0,2011,10,3,199.6,7.56
40820.0,2011,10,4,199.64,7.58
40821.0,2011,10,5,199.73,7.59
40822.0,2011,10,6,199.7,7.6
40823.0,2011,10,7,199.68,7.61
40824.0,2011,10,8,199.73,7.62
40825.0,2011,10,9,199.69,7.63
40826.0,2011,10,10,199.61,7.64
40827.0,2011,10,11,199.65,7.66
40828.0,2011,10,12,199.59,7.67
40829.0,2011,10,13,199.65,7.68
40830.0,2011,10,14,199.66,7.7
40831.0,2011,10,15,199.62,7.71
40832.0,2011,10,16,199.66,7.71
40833.0,2011,10,17,199.65,7.72
40834.0,2011,10,18,199.75,7.74
40835.0,2011,10,19,199.72,7.75
40836.0,2011,10,20,199.68,7.76
40837.0,2011,10,21,199.69,7.77
40838.0,2011,10,22,199.74,7.78
40839.0,2011,10,23,199.62,7.78
40840.0,2011,10,24,199.58,7.79
40841.0,2011,10,25,199.7,7.81
40842.0,2011,10,26,199.61,7.82
40843.0,2011,10,27,199.62,7.83
40844.0,2011,10,28,199.65,7.85
40845.0,2011,10,29,199.63,7.85
40846.0,2011,10,30,199.7,7.87
40847.0,2011,10,31,199.71,7.89
40848.0,2011,11,1,199.71,7.89
40849.0,2011,11,2,199.72,7.91
40850.0,2011,11,3,199.73,7.91
40851.0,2011,11,4,199.72,7.92
40852.0,2011,11,5,199.69,7.93
40853.0,2011,11,6,199.68,7.94
40854.0,2011,11,7,199.68,7.95
40855.0,2011,11,8,199.67,7.97
40856.0,2011,11,9,199.66,7.98
40857.0,2011,11,10,199.66,7.99
40858.0,2011,11,11,199.66,8.0
40859.0,2011,11,12,199.65,8.01
40860.0,2011,11,13,199.64,8.02
40861.0,2011,11,14,199.65,8.02
40862.0,2011,11,15,199.66,8.03
40863.0,2011,11,16,199.65,8.04
40864.0,2011,11,17,199.66,8.05
40865.0,2011,11,18,199.66,8.06
40866.0,2011,11,19,199.64,8.07
40867.0,2011,11,20,199.62,8.07
40868.0,2011,11,21,199.59,8.08
40869.0,2011,11,22,199.58,8.09
40870.0,2011,11,23,199.61,8.1
40871.0,2011,11,24,199.62,8.11
40872.0,2011,11,25,199.59,8.13
40873.0,2011,11,26,199.46,8.13
40874.0,2011,11,27,199.42,8.15
40875.0,2011,11,28,199.57,8.14
40876.0,2011,11,29,199.64,8.15
40877.0,2011,11,30,199.69,8.15
40878.0,2011,12,1,199.7,8.16
40879.0,2011,12,2,199.69,8.17
40880.0,2011,12,3,199.64,8.18
40881.0,2011,12,4,199.54,8.18
40882.0,2011,12,5,199.6,8.18
40883.0,2011,12,6,199.68,8.19
40884.0,2011,12,7,199.71,8.2
40885.0,2011,12,8,199.74,8.21
40886.0,2011,12,9,199.69,8.22
40887.0,2011,12,10,199.63,8.22
40888.0,2011,12,11,199.63,8.23
40889.0,2011,12,12,199.61,8.23
40890.0,2011,12,13,199.69,8.24
40891.0,2011,12,14,199.7,8.24
40892.0,2011,12,15,199.72,8.24
40893.0,2011,12,16,199.76,8.25
40894.0,2011,12,17,199.64,8.26
40895.0,2011,12,18,199.63,8.25
40896.0,2011,12,19,199.67,8.25
40897.0,2011,12,20,199.75,8.26
40898.0,2011,12,21,199.73,8.26
40899.0,2011,12,22,199.74,8.26
40900.0,2011,12,23,199.71,8.27
40901.0,2011,12,24,199.7,8.27
40902.0,2011,12,25,199.7,8.27
40903.0,2011,12,26,199.66,8.27
40904.0,2011,12,27,199.6,8.26
40905.0,2011,12,28,199.69,8.25
40906.0,2011,12,29,199.66,8.26
40907.0,2011,12,30,199.59,8.24
40908.0,2011,12,31,199.5,8.23
40909.0,2012,1,1,199.57,8.22
40910.0,2012,1,2,199.49,8.21
40911.0,2012,1,3,199.58,8.19
40912.0,2012,1,4,199.69,8.15
40913.0,2012,1,5,199.72,8.13
40914.0,2012,1,6,199.71,8.1
40915.0,2012,1,7,199.67,8.08
40916.0,2012,1,8,199.52,8.08
40917.0,2012,1,9,199.57,8.06
40918.0,2012,1,10,199.67,8.04
40919.0,2012,1,11,199.67,8.02
40920.0,2012,1,12,199.67,8.0
40921.0,2012,1,13,199.7,7.99
40922.0,2012,1,14,199.67,7.97
40923.0,2012,1,15,199.46,7.96
40924.0,2012,1,16,199.55,7.95
40925.0,2012,1,17,199.66,7.93
40926.0,2012,1,18,199.69,7.92
40927.0,2012,1,19,199.64,7.9
40928.0,2012,1,20,199.65,7.89
40929.0,2012,1,21,199.57,7.87
40930.0,2012,1,22,199.46,7.86
40931.0,2012,1,23,199.53,7.86
40932.0,2012,1,24,199.62,7.85
40933.0,2012,1,25,199.62,7.83
40934.0,2012,1,26,199.63,7.81
40935.0,2012,1,27,199.67,7.8
40936.0,2012,1,28,199.64,7.79
40937.0,2012,1,29,199.56,7.78
40938.0,2012,1,30,199.57,7.77
40939.0,2012,1,31,199.67,7.75
40940.0,2012,2,1,199.71,7.74
40941.0,2012,2,2,199.7,7.73
40942.0,2012,2,3,199.69,7.72
40943.0,2012,2,4,199.63,7.7
40944.0,2012,2,5,199.44,7.69
40945.0,2012,2,6,199.6,7.69
40946.0,2012,2,7,199.66,7.68
40947.0,2012,2,8,199.64,7.66
40948.0,2012,2,9,199.66,7.65
40949.0,2012,2,10,199.66,7.64
40950.0,2012,2,11,199.63,7.63
40951.0,2012,2,12,199.55,7.62
40952.0,2012,2,13,199.56,7.62
40953.0,2012,2,14,199.61,7.6
40954.0,2012,2,15,199.6,7.58
40955.0,2012,2,16,199.58,7.59
40956.0,2012,2,17,199.6,7.56
40957.0,2012,2,18,199.57,7.56
40958.0,2012,2,19,199.51,7.55
40959.0,2012,2,20,199.54,7.54
40960.0,2012,2,21,199.59,7.5
40961.0,2012,2,22,199.62,7.51
40962.0,2012,2,23,199.64,7.48
40963.0,2012,2,24,199.58,7.47
40964.0,2012,2,25,199.55,7.49
40965.0,2012,2,26,199.41,7.45
40966.0,2012,2,27,199.55,7.45
40967.0,2012,2,28,199.64,7.44
40968.0,2012,2,29,199.63,7.4
40969.0,2012,3,1,199.65,7.41
40970.0,2012,3,2,199.65,7.38
40971.0,2012,3,3,199.65,7.37
40972.0,2012,3,4,199.65,7.35
40973.0,2012,3,5,199.64,7.34
40974.0,2012,3,6,199.61,7.32
40975.0,2012,3,7,199.62,7.34
40976.0,2012,3,8,199.64,7.29
40977.0,2012,3,9,199.65,7.28
40978.0,2012,3,10,199.5,7.29
40979.0,2012,3,11,199.49,7.27
40980.0,2012,3,12,199.52,7.28
40981.0,2012,3,13,199.7,7.24
40982.0,2012,3,14,199.76,7.22
40983.0,2012,3,15,199.81,7.2
40984.0,2012,3,16,199.8,7.19
40985.0,2012,3,17,199.77,7.18
40986.0,2012,3,18,199.67,7.14
40987.0,2012,3,19,199.79,7.17
40988.0,2012,3,20,199.85,7.12
40989.0,2012,3,21,199.86,7.1
40990.0,2012,3,22,199.86,7.11
40991.0,2012,3,23,199.86,7.1
40992.0,2012,3,24,199.85,7.07
40993.0,2012,3,25,199.8,7.1
40994.0,2012,3,26,199.83,7.05
40995.0,2012,3,27,199.82,7.06
40996.0,2012,3,28,199.82,7.06
40997.0,2012,3,29,199.83,7.05
40998.0,2012,3,30,199.81,7.03
40999.0,2012,3,31,199.76,7.02
41000.0,2012,4,1,199.72,7.05
41001.0,2012,4,2,199.72,7.0
41002.0,2012,4,3,199.76,6.98
41003.0,2012,4,4,199.76,7.0
41004.0,2012,4,5,199.75,6.97
41005.0,2012,4,6,199.69,6.99
41006.0,2012,4,7,199.55,6.97
41007.0,2012,4,8,199.49,6.98
41008.0,2012,4,9,199.59,6.96
41009.0,2012,4,10,199.71,7.0
41010.0,2012,4,11,199.74,6.92
41011.0,2012,4,12,199.76,6.98
41012.0,2012,4,13,199.77,6.92
41013.0,2012,4,14,199.73,6.92
41014.0,2012,4,15,199.6,6.91
41015.0,2012,4,16,199.68,6.95
41016.0,2012,4,17,199.73,6.92
41017.0,2012,4,18,199.71,6.88
41018.0,2012,4,19,199.68,6.92
41019.0,2012,4,20,199.65,6.91
41020.0,2012,4,21,199.65,6.96
41021.0,2012,4,22,199.51,6.93
41022.0,2012,4,23,199.49,6.87
41023.0,2012,4,24,199.69,6.93
41024.0,2012,4,25,199.68,6.88
41025.0,2012,4,26,199.66,6.91
41026.0,2012,4,27,199.72,6.87
41027.0,2012,4,28,199.72,6.93
41028.0,2012,4,29,199.6,6.95
41029.0,2012,4,30,199.74,6.95
41030.0,2012,5,1,199.77,6.9
41031.0,2012,5,2,199.78,6.89
41032.0,2012,5,3,199.78,6.91
41033.0,2012,5,4,199.78,6.91
41034.0,2012,5,5,199.72,6.91
41035.0,2012,5,6,199.64,6.91
41036.0,2012,5,7,199.46,6.88
41037.0,2012,5,8,199.7,6.94
41038.0,2012,5,9,199.73,6.92
41039.0,2012,5,10,199.75,6.92
41040.0,2012,5,11,199.71,6.91
41041.0,2012,5,12,199.54,6.92
41042.0,2012,5,13,199.54,6.93
41043.0,2012,5,14,199.54,6.92
41044.0,2012,5,15,199.7,6.93
41045.0,2012,5,16,199.74,6.92
41046.0,2012,5,17,199.76,6.95
41047.0,2012,5,18,199.76,6.94
41048.0,2012,5,19,199.74,6.91
41049.0,2012,5,20,199.5,6.96
41050.0,2012,5,21,199.43,6.94
